Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster
203.05,397.74,97.26,0.0,1.0,0.0,1.0,1
17.22,204.62,24.8,0.0,1.0,0.0,1.0,1
24.8,160.68,133.13,0.0,1.0,0.0,1.0,1
86.71,237.42000000000002,95.53,0.0,1.0,0.0,1.0,1
23.13,64.29,31.52,0.0,1.0,0.0,1.0,1
45.98,152.64,31.25,0.0,1.0,0.0,1.0,1
57.13,259.37,52.6,0.0,1.0,0.0,1.0,1
62.65,351.35,43.49,0.0,1.0,0.0,1.0,1
29.52,285.85,115.17,0.0,1.0,1.0,0.0,0
32.92,349.55,252.31000000000003,0.0,1.0,1.0,0.0,0
24.81,104.19,130.69,0.0,1.0,1.0,0.0,0
27.28,135.59,51.58,0.0,1.0,1.0,0.0,0
42.79,258.64,86.54,0.0,1.0,1.0,0.0,0
80.09,424.04,125.3,0.0,1.0,0.0,1.0,1
138.0,434.9,67.01,0.0,1.0,1.0,0.0,0
27.39,364.75,119.43,0.0,1.0,1.0,0.0,0
23.58,248.33,174.12999999999997,0.0,1.0,0.0,1.0,1
70.76,141.49,112.43,0.0,1.0,0.0,1.0,1
83.94,288.01,108.83999999999999,0.0,1.0,0.0,1.0,1
12.47,172.38,71.85,0.0,1.0,1.0,0.0,0
85.28,44.39,80.87,0.0,1.0,0.0,1.0,1
0.36,1.83,0.1,0.0,1.0,0.0,1.0,1
58.05,237.62,28.37,0.0,1.0,1.0,0.0,0
76.97,301.5,97.26,0.0,1.0,1.0,0.0,0
48.54,390.74,138.94,0.0,1.0,1.0,0.0,0
49.51,207.1,47.15,0.0,1.0,1.0,0.0,0
14.84,118.89999999999999,44.96999999999999,0.0,1.0,1.0,0.0,0
10.25,146.75,18.23,0.0,1.0,1.0,0.0,0
11.49,61.53,48.05,0.0,1.0,0.0,1.0,1
104.08,384.58,73.85,0.0,1.0,0.0,1.0,1
39.75,341.75,61.86,0.0,1.0,0.0,1.0,1
78.55,261.64,35.03,0.0,1.0,1.0,0.0,0
92.0,316.83,126.56,0.0,1.0,0.0,1.0,1
13.24,95.77,49.0,0.0,1.0,1.0,0.0,0
102.35,375.3,101.67999999999999,0.0,1.0,1.0,0.0,0
32.57,148.59,123.4,0.0,1.0,0.0,1.0,1
26.21,445.66,124.96,0.0,1.0,1.0,0.0,0
57.47,182.49,20.72,0.0,1.0,1.0,0.0,0
132.02,238.22000000000003,222.53,0.0,1.0,1.0,0.0,0
58.55,366.33,222.46999999999997,0.0,1.0,0.0,1.0,1
22.16,24.7,9.29,0.0,1.0,1.0,0.0,0
58.03,232.18,74.27,0.0,1.0,0.0,1.0,1
62.769999999999996,197.6,24.269999999999996,0.0,1.0,1.0,0.0,0
46.14,170.31,56.55,0.0,1.0,1.0,0.0,0
34.58,204.76,101.42,0.0,1.0,1.0,0.0,0
11.52,57.04,57.09,0.0,1.0,1.0,0.0,0
111.57,303.83,116.4,0.0,1.0,1.0,0.0,0
34.83,216.01,134.76,0.0,1.0,1.0,0.0,0
73.76,361.63,159.57,0.0,1.0,1.0,0.0,0
67.07,233.11,68.11,0.0,1.0,0.0,1.0,1
117.41,384.6,19.06,0.0,1.0,1.0,0.0,0
15.15,165.73,147.34,0.0,1.0,1.0,0.0,0
76.22,303.4,23.42,0.0,1.0,0.0,1.0,1
57.49,93.94,130.53,0.0,1.0,0.0,1.0,1
42.63,188.44,28.24,0.0,1.0,0.0,1.0,1
61.47,175.5,31.64,0.0,1.0,0.0,1.0,1
81.4,351.98,63.00000000000001,0.0,1.0,0.0,1.0,1
76.56,248.92,115.37999999999998,0.0,1.0,1.0,0.0,0
99.72,335.36,145.56,0.0,1.0,0.0,1.0,1
56.91,237.33,42.089999999999996,0.0,1.0,0.0,1.0,1
50.51,311.9,83.16,0.0,1.0,1.0,0.0,0
36.63,126.80000000000001,114.44,0.0,1.0,0.0,1.0,1
188.05,220.59,262.31,0.0,1.0,1.0,0.0,0
41.49,111.46,148.41,0.0,1.0,1.0,0.0,0
105.2,380.79,31.22,0.0,1.0,1.0,0.0,0
90.34,307.15,220.77,0.0,1.0,0.0,1.0,1
88.96,74.56,105.46,0.0,1.0,0.0,1.0,1
75.94,358.72,75.25,0.0,1.0,1.0,0.0,0
35.0,62.29999999999999,18.06,0.0,1.0,1.0,0.0,0
63.82,237.21,44.879999999999995,0.0,1.0,0.0,1.0,1
8.36,137.62,28.480000000000004,0.0,1.0,0.0,1.0,1
64.06,178.01,50.35,0.0,1.0,0.0,1.0,1
54.74,49.59,93.59,0.0,1.0,1.0,0.0,0
19.88,71.62,42.650000000000006,0.0,1.0,1.0,0.0,0
52.89,93.69,116.43,0.0,1.0,1.0,0.0,0
85.6,123.67,87.8,0.0,1.0,0.0,1.0,1
53.11,279.09,7.67,0.0,1.0,1.0,0.0,0
20.99,344.46,67.13,0.0,1.0,1.0,0.0,0
50.89,224.38,53.68,0.0,1.0,0.0,1.0,1
5.6,46.5,18.34,0.0,1.0,0.0,1.0,1
175.8,371.72,229.85,0.0,1.0,0.0,1.0,1
74.66,303.36,108.39,0.0,1.0,0.0,1.0,1
41.35,123.69,102.21,0.0,1.0,1.0,0.0,0
39.57,203.13,154.75,0.0,1.0,1.0,0.0,0
45.83,157.32,64.12,0.0,1.0,0.0,1.0,1
27.57,188.51,59.10000000000001,0.0,1.0,1.0,0.0,0
12.18,86.8,1.4499999999999997,0.0,1.0,1.0,0.0,0
38.4,221.84,93.74000000000001,0.0,1.0,1.0,0.0,0
6.67,61.95000000000001,16.73,0.0,1.0,1.0,0.0,0
63.599999999999994,221.25,29.06,0.0,1.0,1.0,0.0,0
64.73,230.05,74.06,0.0,1.0,0.0,1.0,1
5.17,24.8,162.85,0.0,1.0,0.0,1.0,1
26.28,185.69,40.05,0.0,1.0,1.0,0.0,0
106.42,116.25,173.88,0.0,1.0,0.0,1.0,1
76.47,416.03,85.99,0.0,1.0,0.0,1.0,1
55.26,424.43,86.48,0.0,1.0,1.0,0.0,0
136.76,434.28,68.66,0.0,1.0,1.0,0.0,0
236.43,225.35,203.04999999999998,0.0,1.0,1.0,0.0,0
7.39,242.33000000000004,2.8299999999999996,0.0,1.0,1.0,0.0,0
27.38,237.56,30.22,0.0,1.0,1.0,0.0,0
36.43,179.27,77.9,0.0,1.0,1.0,0.0,0
47.57,291.86,27.71,0.0,1.0,1.0,0.0,0
39.8,229.88,151.44,0.0,1.0,0.0,1.0,1
64.97,448.84,180.1,0.0,1.0,0.0,1.0,1
187.25,102.14,200.92,0.0,1.0,0.0,1.0,1
57.94,161.09,108.55,0.0,1.0,1.0,0.0,0
19.46,343.44,141.52,0.0,1.0,1.0,0.0,0
85.66,170.49,285.1,0.0,1.0,1.0,0.0,0
118.52,330.85,107.73999999999998,0.0,1.0,1.0,0.0,0
39.75,149.57,124.56000000000002,0.0,1.0,1.0,0.0,0
122.26,381.65,275.06,0.0,1.0,1.0,0.0,0
6.55,59.48,27.169999999999998,0.0,1.0,1.0,0.0,0
6.93,227.99,35.67,0.0,1.0,1.0,0.0,0
77.84,299.39,211.54,0.0,1.0,1.0,0.0,0
34.66,41.97,24.09,0.0,1.0,1.0,0.0,0
26.6,57.13,55.21999999999999,0.0,1.0,1.0,0.0,0
26.2,237.91,108.67000000000002,0.0,1.0,1.0,0.0,0
8.48,114.52,95.53,0.0,1.0,1.0,0.0,0
72.6,279.01,87.99,0.0,1.0,0.0,1.0,1
9.04,118.65,35.72,0.0,1.0,1.0,0.0,0
76.78,159.24,103.72,0.0,1.0,1.0,0.0,0
63.31000000000001,346.83,174.07,0.0,1.0,1.0,0.0,0
10.9,28.5,38.95,0.0,1.0,1.0,0.0,0
12.5,61.52,6.74,0.0,1.0,1.0,0.0,0
48.86,255.14999999999998,102.43,0.0,1.0,1.0,0.0,0
4.9,13.07,93.72999999999999,0.0,1.0,1.0,0.0,0
144.9,405.77,142.12,0.0,1.0,1.0,0.0,0
24.67,231.45999999999998,65.08,0.0,1.0,1.0,0.0,0
15.39,115.03,88.13,0.0,1.0,1.0,0.0,0
19.81,275.17,73.25,0.0,1.0,1.0,0.0,0
47.9,97.41,28.47,0.0,1.0,1.0,0.0,0
117.38,147.3,248.45,0.0,1.0,1.0,0.0,0
4.63,54.29,77.54,0.0,1.0,1.0,0.0,0
42.68,350.4,179.87999999999997,0.0,1.0,1.0,0.0,0
25.87,26.58,72.29,0.0,1.0,1.0,0.0,0
5.53,38.17,30.82,0.0,1.0,1.0,0.0,0
34.86,156.24,112.15000000000002,0.0,1.0,1.0,0.0,0
3.6,162.64,33.81,0.0,1.0,1.0,0.0,0
10.0,5.68,114.04,0.0,1.0,1.0,0.0,0
12.81,146.64,56.35,0.0,1.0,1.0,0.0,0
18.16,39.22,64.8,0.0,1.0,1.0,0.0,0
53.69,369.5,218.47,0.0,1.0,1.0,0.0,0
21.44,93.99,63.24999999999999,0.0,1.0,1.0,0.0,0
12.61,24.05,60.54999999999999,0.0,1.0,0.0,1.0,1
17.4,89.84,80.29,0.0,1.0,0.0,1.0,1
36.05,57.08,38.48,0.0,1.0,1.0,0.0,0
10.34,20.64,38.41,0.0,1.0,1.0,0.0,0
37.17,459.92,196.03000000000003,0.0,1.0,1.0,0.0,0
86.0,180.46,97.22000000000001,0.0,1.0,1.0,0.0,0
48.03,106.56,47.69,0.0,1.0,0.0,1.0,1
40.01,27.86,97.86000000000001,0.0,1.0,1.0,0.0,0
9.43,152.64,150.35,0.0,1.0,1.0,0.0,0
38.26,12.77,49.89999999999999,0.0,1.0,1.0,0.0,0
114.38,356.37,130.93,0.0,1.0,0.0,1.0,1
16.69,137.19,298.32,0.0,1.0,1.0,0.0,0
5.27,17.74,43.43,0.0,1.0,1.0,0.0,0
32.25,64.16,22.55,0.0,1.0,1.0,0.0,0
5.78,30.64,40.05,0.0,1.0,1.0,0.0,0
40.87,187.62,41.62,0.0,1.0,1.0,0.0,0
16.14,360.76,60.459999999999994,0.0,1.0,1.0,0.0,0
28.43,199.03,78.89,0.0,1.0,1.0,0.0,0
7.3,246.7,84.86,0.0,1.0,1.0,0.0,0
73.88,138.47,106.77999999999999,0.0,1.0,1.0,0.0,0
37.19,110.15,134.27,0.0,1.0,1.0,0.0,0
39.45,316.43,215.21,0.0,1.0,1.0,0.0,0
85.06,73.15,89.7,0.0,1.0,1.0,0.0,0
23.17,144.98,35.42,0.0,1.0,1.0,0.0,0
36.43,187.43,149.5,0.0,1.0,1.0,0.0,0
70.0,50.08,167.2,0.0,1.0,1.0,0.0,0
18.09,31.38,9.93,0.0,1.0,1.0,0.0,0
2.71,39.3,13.89,0.0,1.0,1.0,0.0,0
81.6,408.57,249.34,0.0,1.0,1.0,0.0,0
26.35,71.65,38.96,0.0,1.0,1.0,0.0,0
75.39,241.04999999999998,53.46000000000001,0.0,1.0,1.0,0.0,0
43.26,200.51,30.65,0.0,1.0,0.0,1.0,1
21.41,32.94,51.84,0.0,1.0,1.0,0.0,0
3.9799999999999995,41.13,28.01,0.0,1.0,1.0,0.0,0
46.21,92.01,60.29,0.0,1.0,1.0,0.0,0
53.89,268.55,54.49000000000001,0.0,1.0,1.0,0.0,0
0.73,1.9699999999999998,109.16999999999999,0.0,1.0,1.0,0.0,0
3.69,7.890000000000001,174.62,0.0,1.0,1.0,0.0,0
16.08,37.24,86.97,0.0,1.0,1.0,0.0,0
12.89,49.08,58.2,0.0,1.0,1.0,0.0,0
27.1,176.27,136.12,0.0,1.0,1.0,0.0,0
2.48,155.82,22.73,0.0,1.0,1.0,0.0,0
27.46,269.14,100.24,0.0,1.0,1.0,0.0,0
39.69,294.28,191.92000000000002,0.0,1.0,0.0,1.0,1
81.37,88.44,166.22,0.0,1.0,1.0,0.0,0
30.26,177.35,66.65,0.0,1.0,1.0,0.0,0
56.28,65.62,90.77,0.0,1.0,1.0,0.0,0
28.65,364.77,168.68000000000004,0.0,1.0,0.0,1.0,1
44.84,59.620000000000005,60.33,0.0,1.0,1.0,0.0,0
0.25,12.01,0.33,1.0,0.0,0.0,1.0,2
187.14,42.31,87.94,1.0,0.0,0.0,1.0,2
46.57,139.71,37.7,1.0,0.0,0.0,1.0,2
76.64,429.13,58.98,1.0,0.0,0.0,1.0,2
29.67,23.24,28.439999999999998,1.0,0.0,0.0,1.0,2
4.76,34.08,50.12,1.0,0.0,0.0,1.0,2
1.09,4.56,0.17999999999999997,1.0,0.0,0.0,1.0,2
96.62,37.84,74.64,1.0,0.0,0.0,1.0,2
218.34,271.22,268.81,1.0,0.0,0.0,1.0,2
25.97,78.69,57.46,1.0,0.0,0.0,1.0,2
99.66,116.78,118.14,1.0,0.0,0.0,1.0,2
8.11,9.59,14.64,1.0,0.0,0.0,1.0,2
135.85,31.94,40.02,1.0,0.0,0.0,1.0,2
1.5,12.79,68.75,1.0,0.0,0.0,1.0,2
14.19,36.47,40.3,1.0,0.0,0.0,1.0,2
159.58,10.45,168.86,1.0,0.0,0.0,1.0,2
108.21,136.89,138.56,1.0,0.0,0.0,1.0,2
156.48,26.53,88.33000000000001,1.0,0.0,0.0,1.0,2
88.77,305.3,112.14,1.0,0.0,0.0,1.0,2
25.18,12.46,59.23,1.0,0.0,1.0,0.0,3
64.35,201.3,192.7,1.0,0.0,0.0,1.0,2
8.08,22.69,56.25999999999999,1.0,0.0,0.0,1.0,2
69.04,28.09,42.29,1.0,0.0,0.0,1.0,2
47.95,284.92,8.88,1.0,0.0,0.0,1.0,2
77.45,363.81,112.54,1.0,0.0,0.0,1.0,2
62.06999999999999,192.5,41.81,1.0,0.0,0.0,1.0,2
64.24,213.66,49.41,1.0,0.0,0.0,1.0,2
1.69,5.68,14.25,1.0,0.0,0.0,1.0,2
68.27,41.25,50.83,1.0,0.0,0.0,1.0,2
10.34,47.1,66.56,1.0,0.0,0.0,1.0,2
44.88,166.3,100.32,1.0,0.0,0.0,1.0,2
68.48,300.62,96.8,1.0,0.0,0.0,1.0,2
18.05,80.87,119.28,1.0,0.0,0.0,1.0,2
206.85,29.03,258.03,1.0,0.0,0.0,1.0,2
55.63,217.06,33.77,1.0,0.0,1.0,0.0,3
74.32,394.77,69.24,1.0,0.0,0.0,1.0,2
140.01,68.39,108.70999999999998,1.0,0.0,0.0,1.0,2
119.31,240.47999999999996,89.59000000000002,1.0,0.0,0.0,1.0,2
28.88,150.49,59.84,1.0,0.0,0.0,1.0,2
90.59,253.25999999999996,127.67,1.0,0.0,0.0,1.0,2
132.49,123.37000000000002,61.32,1.0,0.0,0.0,1.0,2
197.86,48.16,84.59,1.0,0.0,0.0,1.0,2
0.74,3.93,0.16,1.0,0.0,0.0,1.0,2
88.36,39.99,25.91,1.0,0.0,0.0,1.0,2
35.22,172.83,72.64,1.0,0.0,0.0,1.0,2
100.86,254.0,124.95,1.0,0.0,0.0,1.0,2
83.82,325.59,120.42,1.0,0.0,0.0,1.0,2
4.06,22.62,163.26,1.0,0.0,0.0,1.0,2
131.92,106.72,28.87,1.0,0.0,0.0,1.0,2
72.24,32.18,21.62,1.0,0.0,0.0,1.0,2
9.99,21.92,8.78,1.0,0.0,0.0,1.0,2
206.03,90.4,74.48,1.0,0.0,0.0,1.0,2
86.43,430.82,121.02,1.0,0.0,0.0,1.0,2
46.13,82.86,166.28,1.0,0.0,0.0,1.0,2
39.85,109.52,42.36,1.0,0.0,0.0,1.0,2
94.96,46.31,85.95999999999998,1.0,0.0,0.0,1.0,2
72.83,50.7,62.29999999999999,1.0,0.0,0.0,1.0,2
162.9,260.05,110.64,1.0,0.0,0.0,1.0,2
24.37,84.92,9.07,1.0,0.0,0.0,1.0,2
60.55,277.05,57.72,1.0,0.0,0.0,1.0,2
1.89,13.86,2.01,1.0,0.0,0.0,1.0,2
93.07,3.6999999999999997,59.03999999999999,1.0,0.0,0.0,1.0,2
7.71,12.57,12.37,1.0,0.0,0.0,1.0,2
39.83,92.83,19.93,1.0,0.0,0.0,1.0,2
7.17,20.8,5.87,1.0,0.0,0.0,1.0,2
17.88,6.39,21.62,1.0,0.0,0.0,1.0,2
45.03,18.04,8.17,1.0,0.0,0.0,1.0,2
52.08,191.86,79.51,1.0,0.0,0.0,1.0,2
145.7,35.22,41.89,1.0,0.0,0.0,1.0,2
94.73,17.42,69.99,1.0,0.0,0.0,1.0,2
6.62,24.47,7.57,1.0,0.0,0.0,1.0,2
14.73,76.43,12.570000000000002,1.0,0.0,0.0,1.0,2
119.01,180.49,96.60999999999999,1.0,0.0,0.0,1.0,2
81.66,138.32,99.65,1.0,0.0,0.0,1.0,2
31.63,47.39,23.33,1.0,0.0,0.0,1.0,2
146.34,20.28,109.94,1.0,0.0,0.0,1.0,2
9.24,189.03,29.040000000000003,1.0,0.0,1.0,0.0,3
27.21,140.11,44.559999999999995,1.0,0.0,0.0,1.0,2
136.26,391.03,123.88,1.0,0.0,0.0,1.0,2
167.34,14.3,6.900000000000001,1.0,0.0,0.0,1.0,2
37.09,129.25,13.449999999999998,1.0,0.0,0.0,1.0,2
65.37,233.41,74.62,1.0,0.0,0.0,1.0,2
32.23,36.16,56.83,1.0,0.0,0.0,1.0,2
14.73,76.5,1.7700000000000002,1.0,0.0,0.0,1.0,2
26.53,151.27,14.91,1.0,0.0,0.0,1.0,2
14.02,48.13,16.24,1.0,0.0,0.0,1.0,2
111.97,137.91,140.62,1.0,0.0,0.0,1.0,2
83.4,75.67,97.28,1.0,0.0,0.0,1.0,2
51.52,5.77,40.72,1.0,0.0,0.0,1.0,2
23.98,86.02,30.6,1.0,0.0,0.0,1.0,2
13.54,16.4,72.72,1.0,0.0,0.0,1.0,2
57.9,10.27,59.68,1.0,0.0,0.0,1.0,2
134.07,41.94,245.28,1.0,0.0,0.0,1.0,2
70.36,23.76,19.48,1.0,0.0,0.0,1.0,2
69.49,52.45,11.419999999999998,1.0,0.0,0.0,1.0,2
115.25,167.93,32.56,1.0,0.0,0.0,1.0,2
9.52,6.4,82.52,1.0,0.0,0.0,1.0,2
33.04,183.28,22.200000000000003,1.0,0.0,0.0,1.0,2
115.43,130.82,40.33,1.0,0.0,0.0,1.0,2
35.9,36.23,36.47,1.0,0.0,1.0,0.0,3
45.57,66.57,20.23,1.0,0.0,0.0,1.0,2
34.59,147.52,142.69,1.0,0.0,0.0,1.0,2
164.46,115.51,125.52,1.0,0.0,0.0,1.0,2
9.92,75.91,17.29,1.0,0.0,0.0,1.0,2
38.58,168.61,42.05,1.0,0.0,0.0,1.0,2
84.71,273.79,171.33,1.0,0.0,0.0,1.0,2
131.67,60.02000000000001,68.43,1.0,0.0,0.0,1.0,2
171.8,202.28,75.79,1.0,0.0,0.0,1.0,2
130.32,52.35,38.71,1.0,0.0,0.0,1.0,2
20.78,69.35,76.67,1.0,0.0,0.0,1.0,2
90.89,185.11,22.93,1.0,0.0,0.0,1.0,2
37.18,159.12,37.76,1.0,0.0,0.0,1.0,2
25.08,106.65,31.38,1.0,0.0,0.0,1.0,2
236.11,198.49,272.65,1.0,0.0,0.0,1.0,2
43.46,157.3,54.18999999999999,1.0,0.0,0.0,1.0,2
52.1,227.41,82.75,1.0,0.0,0.0,1.0,2
166.33,154.45,133.42,1.0,0.0,0.0,1.0,2
18.06,4.74,18.24,1.0,0.0,0.0,1.0,2
3.8799999999999994,23.5,65.63,1.0,0.0,0.0,1.0,2
16.57,93.13,28.15,1.0,0.0,0.0,1.0,2
92.57,283.83,44.19,1.0,0.0,0.0,1.0,2
103.26,124.01,106.03,1.0,0.0,0.0,1.0,2
5.16,63.529999999999994,100.92,1.0,0.0,0.0,1.0,2
54.74,145.83,77.87,1.0,0.0,0.0,1.0,2
46.56,120.71,99.2,1.0,0.0,0.0,1.0,2
74.82,139.48,108.52999999999999,1.0,0.0,0.0,1.0,2
202.42,228.61,64.46,1.0,0.0,0.0,1.0,2
201.51,56.78,217.32999999999998,1.0,0.0,0.0,1.0,2
4.17,19.13,31.41,1.0,0.0,0.0,1.0,2
19.9,103.46,8.1,1.0,0.0,0.0,1.0,2
7.39,38.84,29.79,1.0,0.0,0.0,1.0,2
193.16,58.12,46.709999999999994,1.0,0.0,0.0,1.0,2
197.38,37.84,129.9,1.0,0.0,0.0,1.0,2
107.1,28.0,51.06,1.0,0.0,0.0,1.0,2
108.38,99.73,120.17,1.0,0.0,0.0,1.0,2
31.300000000000004,117.03,38.37,1.0,0.0,0.0,1.0,2
77.75,15.510000000000002,91.47,1.0,0.0,0.0,1.0,2
57.29,204.87,200.13,1.0,0.0,0.0,1.0,2
46.21,149.64,49.47,1.0,0.0,0.0,1.0,2
50.25,111.92,52.67999999999999,1.0,0.0,0.0,1.0,2
215.1,87.94,80.07,1.0,0.0,0.0,1.0,2
132.19,188.73,117.34,1.0,0.0,0.0,1.0,2
158.51,400.73,182.47,1.0,0.0,0.0,1.0,2
48.73,54.13,13.12,1.0,0.0,0.0,1.0,2
51.53,121.44,71.63,1.0,0.0,0.0,1.0,2
122.76,142.57,38.35,1.0,0.0,0.0,1.0,2
82.5,46.84,121.42,1.0,0.0,0.0,1.0,2
161.8,120.49,36.58,1.0,0.0,0.0,1.0,2
34.42,122.29000000000002,21.7,1.0,0.0,0.0,1.0,2
39.99,123.57000000000001,30.42,1.0,0.0,0.0,1.0,2
42.54,28.04,12.410000000000002,1.0,0.0,0.0,1.0,2
50.92,214.43,46.68,1.0,0.0,0.0,1.0,2
3.6,35.43,55.33,1.0,0.0,0.0,1.0,2
62.33,231.78999999999996,162.89,1.0,0.0,0.0,1.0,2
115.89,185.04,90.82,1.0,0.0,0.0,1.0,2
137.13,149.69,36.17,1.0,0.0,0.0,1.0,2
98.1,168.47,129.44,1.0,0.0,0.0,1.0,2
75.79,228.21,155.77,1.0,0.0,0.0,1.0,2
12.48,17.54,35.05,1.0,0.0,0.0,1.0,2
116.19,238.08999999999997,58.18,1.0,0.0,0.0,1.0,2
115.71,449.14,160.0,1.0,0.0,0.0,1.0,2
66.87,264.16,108.36000000000001,1.0,0.0,0.0,1.0,2
34.38,112.75,162.01,1.0,0.0,0.0,1.0,2
157.43,142.85,80.43,1.0,0.0,0.0,1.0,2
73.89,371.77,176.18,1.0,0.0,0.0,1.0,2
104.48,26.48,135.66,1.0,0.0,1.0,0.0,3
16.19,88.02,29.359999999999996,1.0,0.0,0.0,1.0,2
85.78,114.06,62.98,1.0,0.0,0.0,1.0,2
39.38,194.4,53.3,1.0,0.0,0.0,1.0,2
58.32,28.12,39.16,1.0,0.0,0.0,1.0,2
26.17,162.14,73.21,1.0,0.0,0.0,1.0,2
126.38999999999999,137.7,59.16,1.0,0.0,0.0,1.0,2
148.73,79.54,113.28999999999999,1.0,0.0,1.0,0.0,3
28.89,120.63,97.89,1.0,0.0,0.0,1.0,2
55.89,205.66,72.34,1.0,0.0,0.0,1.0,2
127.33999999999999,143.93,91.39,1.0,0.0,0.0,1.0,2
85.01,216.9,97.86999999999999,1.0,0.0,0.0,1.0,2
92.93,346.28,85.18,1.0,0.0,1.0,0.0,3
63.46000000000001,12.11,207.31,1.0,0.0,0.0,1.0,2
38.87,199.05,9.32,1.0,0.0,0.0,1.0,2
157.38,149.14,33.65,1.0,0.0,0.0,1.0,2
83.08,245.78000000000003,128.92,1.0,0.0,0.0,1.0,2
63.15999999999999,15.429999999999998,92.25,1.0,0.0,0.0,1.0,2
55.96,176.21,24.88,1.0,0.0,0.0,1.0,2
135.89,107.54,73.46,1.0,0.0,0.0,1.0,2
192.56,246.80000000000004,76.6,1.0,0.0,0.0,1.0,2
47.06,183.94,31.28,1.0,0.0,0.0,1.0,2
219.81,241.58,69.68,1.0,0.0,0.0,1.0,2
51.53,385.4,94.8,1.0,0.0,0.0,1.0,2
14.33,17.24,21.07,1.0,0.0,0.0,1.0,2
87.67,300.32,166.03,1.0,0.0,0.0,1.0,2
108.97,205.46,131.17,1.0,0.0,0.0,1.0,2
79.92,157.36,256.33,1.0,0.0,1.0,0.0,3
21.09,45.43,96.95,1.0,0.0,0.0,1.0,2
68.41,261.92,74.05,1.0,0.0,0.0,1.0,2
46.25,214.54,100.01,1.0,0.0,0.0,1.0,2
114.32,399.02,98.32,1.0,0.0,1.0,0.0,3
66.63,61.589999999999996,29.73,1.0,0.0,0.0,1.0,2
193.5,358.13,119.93,1.0,0.0,1.0,0.0,3
226.5,25.46,235.68,1.0,0.0,0.0,1.0,2
122.02,103.08,133.39,1.0,0.0,0.0,1.0,2
91.7,315.68,111.15,1.0,0.0,0.0,1.0,2
98.21,362.25,126.16,1.0,0.0,0.0,1.0,2
119.32,113.6,44.36,1.0,0.0,0.0,1.0,2
114.96,295.14,44.410000000000004,1.0,0.0,0.0,1.0,2
94.74,204.03,43.24,1.0,0.0,0.0,1.0,2
12.75,37.15,18.78,1.0,0.0,0.0,1.0,2
22.48,72.94,28.65,1.0,0.0,0.0,1.0,2
19.93,38.85,28.799999999999997,1.0,0.0,0.0,1.0,2
45.76,218.21,22.86,1.0,0.0,0.0,1.0,2
119.97,72.43,99.75,1.0,0.0,0.0,1.0,2
156.63,146.77,89.22,1.0,0.0,0.0,1.0,2
46.8,214.62,146.55,1.0,0.0,0.0,1.0,2
27.28,54.43,11.69,1.0,0.0,0.0,1.0,2
75.5,124.59999999999998,46.83,1.0,0.0,0.0,1.0,2
216.89,14.55,57.17,1.0,0.0,0.0,1.0,2
168.78,35.86,101.78,1.0,0.0,0.0,1.0,2
40.06,82.28,122.78,1.0,0.0,0.0,1.0,2
63.36,103.49,44.53,1.0,0.0,0.0,1.0,2
13.42,66.73,7.59,1.0,0.0,0.0,1.0,2
24.99,30.4,46.94,1.0,0.0,0.0,1.0,2
61.46,208.07,99.15999999999998,1.0,0.0,0.0,1.0,2
77.52,122.27,71.98,1.0,0.0,0.0,1.0,2
135.8,196.97,49.74,1.0,0.0,0.0,1.0,2
29.4,77.5,73.15,1.0,0.0,0.0,1.0,2
35.34,131.79,38.0,1.0,0.0,0.0,1.0,2
76.31,187.12,35.35,1.0,0.0,0.0,1.0,2
70.89,16.12,7.68,1.0,0.0,0.0,1.0,2
207.97,77.55,52.58,1.0,0.0,0.0,1.0,2
133.6,104.57,186.81000000000003,1.0,0.0,0.0,1.0,2
39.62,102.71,97.15,1.0,0.0,0.0,1.0,2
68.59,38.41,161.2,1.0,0.0,0.0,1.0,2
174.71,9.39,98.20999999999998,1.0,0.0,0.0,1.0,2
112.64,444.14,118.56,1.0,0.0,0.0,1.0,2
109.67,127.98,86.41,1.0,0.0,0.0,1.0,2
21.45,76.91,12.84,1.0,0.0,0.0,1.0,2
71.64,25.0,23.37,1.0,0.0,0.0,1.0,2
46.18,57.38,32.25,1.0,0.0,0.0,1.0,2
42.51,103.0,100.06,1.0,0.0,0.0,1.0,2
52.77,140.38,77.39,1.0,0.0,0.0,1.0,2
68.83,266.19,132.63,1.0,0.0,0.0,1.0,2
33.22,134.41,57.050000000000004,1.0,0.0,0.0,1.0,2
35.38,106.67,55.96,1.0,0.0,0.0,1.0,2
188.74,286.48,72.65,1.0,0.0,0.0,1.0,2
46.14,170.31,56.55,1.0,0.0,1.0,0.0,3
21.35,26.15,87.65,1.0,0.0,0.0,1.0,2
62.71000000000001,225.97,74.79,1.0,0.0,0.0,1.0,2
28.22,185.36,98.99000000000001,1.0,0.0,0.0,1.0,2
198.07,241.66000000000003,110.27000000000001,1.0,0.0,0.0,1.0,2
29.25,177.06,30.37,1.0,0.0,0.0,1.0,2
157.09,84.48,169.12,1.0,0.0,0.0,1.0,2
149.82,145.23,290.32,1.0,0.0,0.0,1.0,2
165.83,183.79,32.66,1.0,0.0,0.0,1.0,2
120.07,72.86,57.3,1.0,0.0,1.0,0.0,3
82.54,173.17,66.01,1.0,0.0,0.0,1.0,2
78.35,213.41,126.95000000000002,1.0,0.0,1.0,0.0,3
