Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster
41.67,93.7,180.27,1.0,0.0,0.0,1.0,2
161.01,274.42,112.24,1.0,0.0,0.0,1.0,2
191.18,10.24,100.86,1.0,0.0,0.0,1.0,2
41.65,155.0,45.03000000000001,1.0,0.0,0.0,1.0,2
232.85,12.17,109.03,1.0,0.0,0.0,1.0,2
86.03,7.97,41.09,1.0,0.0,0.0,1.0,2
53.64,116.58,86.54,1.0,0.0,0.0,1.0,2
112.64,170.45,120.89,1.0,0.0,0.0,1.0,2
229.82,173.49,126.51,1.0,0.0,0.0,1.0,2
4.65,26.18,65.66,1.0,0.0,0.0,1.0,2
13.65,53.95,52.21,1.0,0.0,0.0,1.0,2
131.97,287.93,137.53,1.0,0.0,0.0,1.0,2
127.55,186.18,174.71000000000004,1.0,0.0,0.0,1.0,2
27.82,123.40999999999998,29.41,1.0,0.0,0.0,1.0,2
43.17,200.43,47.99,1.0,0.0,0.0,1.0,2
52.9,241.17,48.61000000000001,1.0,0.0,0.0,1.0,2
12.17,32.61,20.58,1.0,0.0,0.0,1.0,2
12.78,82.05,56.22,1.0,0.0,0.0,1.0,2
68.3,273.88,116.05,1.0,0.0,0.0,1.0,2
35.72,179.17,101.63,1.0,0.0,0.0,1.0,2
45.45,82.17,69.35,1.0,0.0,0.0,1.0,2
220.05,183.93,310.21,1.0,0.0,0.0,1.0,2
68.13,254.18999999999997,129.64,1.0,0.0,0.0,1.0,2
27.21,97.8,57.11,1.0,0.0,0.0,1.0,2
171.72,219.81,97.27,1.0,0.0,0.0,1.0,2
24.04,47.78,21.2,1.0,0.0,0.0,1.0,2
45.76,235.99999999999997,82.43,1.0,0.0,0.0,1.0,2
144.51,400.54,85.45000000000002,1.0,0.0,1.0,0.0,3
16.14,28.33,141.54,1.0,0.0,0.0,1.0,2
15.81,25.62,141.62,1.0,0.0,0.0,1.0,2
31.710000000000004,94.69,73.45,1.0,0.0,0.0,1.0,2
23.12,44.4,65.52,1.0,0.0,0.0,1.0,2
134.27,280.41,221.68,1.0,0.0,0.0,1.0,2
11.57,85.65,60.96,1.0,0.0,0.0,1.0,2
69.61,78.68,42.97999999999999,1.0,0.0,0.0,1.0,2
136.78,107.33,143.7,1.0,0.0,0.0,1.0,2
73.2,47.64,37.72,1.0,0.0,1.0,0.0,3
98.78,301.25,97.85,1.0,0.0,0.0,1.0,2
39.77,129.64,29.29,1.0,0.0,0.0,1.0,2
54.17,137.29,45.75000000000001,1.0,0.0,0.0,1.0,2
30.22,84.53,55.66,1.0,0.0,0.0,1.0,2
17.98,10.07,22.23,1.0,0.0,0.0,1.0,2
44.68,194.48,112.39,1.0,0.0,0.0,1.0,2
13.74,50.03,25.29,1.0,0.0,0.0,1.0,2
42.58,139.2,66.84,1.0,0.0,0.0,1.0,2
46.08,146.28,62.87,1.0,0.0,0.0,1.0,2
49.79,179.8,34.41,1.0,0.0,0.0,1.0,2
44.15,108.14,152.42,1.0,0.0,0.0,1.0,2
143.8,18.11,161.24,1.0,0.0,0.0,1.0,2
44.45,28.54,32.95,1.0,0.0,0.0,1.0,2
120.32,75.73,89.26000000000002,1.0,0.0,0.0,1.0,2
78.1,205.28,66.05,1.0,0.0,0.0,1.0,2
42.93,79.02,85.72,1.0,0.0,0.0,1.0,2
30.23,224.46,63.87,1.0,0.0,0.0,1.0,2
42.67,220.74,39.53,1.0,0.0,0.0,1.0,2
98.41,386.62,115.44,1.0,0.0,0.0,1.0,2
171.37,266.83,201.50999999999996,1.0,0.0,1.0,0.0,3
26.15,70.08,55.19,1.0,0.0,0.0,1.0,2
134.36,151.1,92.61000000000001,1.0,0.0,0.0,1.0,2
26.05,117.15,65.08,1.0,0.0,0.0,1.0,2
103.18,225.17,110.42000000000002,1.0,0.0,1.0,0.0,3
74.18,23.64,41.91,1.0,0.0,1.0,0.0,3
54.04,131.34,40.92,1.0,0.0,0.0,1.0,2
49.36,11.93,6.35,1.0,0.0,0.0,1.0,2
109.58,40.75,44.44,1.0,0.0,0.0,1.0,2
28.78,70.29,33.78,1.0,0.0,0.0,1.0,2
45.15,114.29,9.79,1.0,0.0,0.0,1.0,2
167.18,25.15,52.989999999999995,1.0,0.0,0.0,1.0,2
52.11,164.2,132.85,1.0,0.0,0.0,1.0,2
60.98,119.92,90.42,1.0,0.0,0.0,1.0,2
23.21,18.59,92.69,1.0,0.0,0.0,1.0,2
130.0,17.89,28.89,1.0,0.0,0.0,1.0,2
77.27,17.59,51.559999999999995,1.0,0.0,0.0,1.0,2
94.14,50.34,15.1,1.0,0.0,0.0,1.0,2
20.52,60.14,24.789999999999996,1.0,0.0,0.0,1.0,2
93.42,234.27,27.0,1.0,0.0,0.0,1.0,2
46.67,190.01,22.49,1.0,0.0,0.0,1.0,2
127.37000000000002,29.930000000000003,68.81,1.0,0.0,0.0,1.0,2
17.15,86.23,32.71,1.0,0.0,0.0,1.0,2
33.99,131.08,29.47,1.0,0.0,0.0,1.0,2
55.71,240.03,247.16,1.0,0.0,0.0,1.0,2
1.71,13.79,55.0,1.0,0.0,0.0,1.0,2
125.53999999999999,130.24,35.93,1.0,0.0,0.0,1.0,2
81.25,202.44,55.02,1.0,0.0,0.0,1.0,2
35.58,137.71,52.42000000000001,1.0,0.0,0.0,1.0,2
40.33,86.13,97.19,1.0,0.0,0.0,1.0,2
42.01,39.21,164.32,1.0,0.0,0.0,1.0,2
4.25,26.14,56.76,1.0,0.0,0.0,1.0,2
20.93,56.59,44.63000000000001,1.0,0.0,0.0,1.0,2
98.45,287.54,127.42999999999999,1.0,0.0,0.0,1.0,2
52.13,142.15,53.65,1.0,0.0,0.0,1.0,2
54.64,29.97,84.16,1.0,0.0,0.0,1.0,2
69.35,269.75,55.58,1.0,0.0,0.0,1.0,2
135.14,57.15,208.01,1.0,0.0,0.0,1.0,2
27.65,69.18,64.67,1.0,0.0,0.0,1.0,2
78.17,338.55,51.32999999999999,1.0,0.0,0.0,1.0,2
99.42,287.03,81.28,1.0,0.0,0.0,1.0,2
42.82,186.66,112.92,1.0,0.0,0.0,1.0,2
66.87,236.67,25.59,1.0,0.0,0.0,1.0,2
29.19,178.41,51.61,1.0,0.0,0.0,1.0,2
24.69,72.29,104.29,1.0,0.0,0.0,1.0,2
30.3,98.92,60.28,1.0,0.0,0.0,1.0,2
48.32,6.0,44.400000000000006,1.0,0.0,0.0,1.0,2
106.31,126.39,55.61000000000001,1.0,0.0,1.0,0.0,3
64.66,287.97,70.56,1.0,0.0,0.0,1.0,2
190.26,202.28,98.82999999999998,1.0,0.0,0.0,1.0,2
130.73,12.48,33.59,1.0,0.0,0.0,1.0,2
24.04,176.53,83.77,1.0,0.0,0.0,1.0,2
38.29,32.83,50.66,1.0,0.0,0.0,1.0,2
42.19,232.08,74.11,1.0,0.0,0.0,1.0,2
56.91,64.23,217.70000000000002,1.0,0.0,0.0,1.0,2
31.51,63.05,88.72,1.0,0.0,0.0,1.0,2
47.42,153.25,146.6,1.0,0.0,0.0,1.0,2
86.94,17.12,97.85,1.0,0.0,0.0,1.0,2
112.21,199.81,121.64,1.0,0.0,0.0,1.0,2
76.68,104.36,49.95,1.0,0.0,0.0,1.0,2
52.19,286.24,77.77,1.0,0.0,0.0,1.0,2
74.7,256.95,142.49,1.0,0.0,0.0,1.0,2
17.06,48.92,39.44,1.0,0.0,0.0,1.0,2
43.86,127.05999999999999,33.68,1.0,0.0,0.0,1.0,2
6.84,30.440000000000005,12.97,1.0,0.0,0.0,1.0,2
20.33,164.14,55.36,1.0,0.0,0.0,1.0,2
76.28,24.09,48.76,1.0,0.0,0.0,1.0,2
38.39,113.01,40.4,1.0,0.0,0.0,1.0,2
96.39,126.2,90.21,1.0,0.0,0.0,1.0,2
120.5,94.66,126.00000000000001,1.0,0.0,0.0,1.0,2
100.07,36.49,52.77,1.0,0.0,0.0,1.0,2
80.75,244.13,68.82,1.0,0.0,0.0,1.0,2
25.25,15.490000000000002,80.5,1.0,0.0,0.0,1.0,2
32.81,191.19,45.04999999999999,1.0,0.0,0.0,1.0,2
15.459999999999999,41.16,55.98,1.0,0.0,0.0,1.0,2
62.45000000000001,53.28,75.4,1.0,0.0,0.0,1.0,2
41.47,81.91,45.07,1.0,0.0,0.0,1.0,2
23.25,72.91,8.86,1.0,0.0,0.0,1.0,2
74.04,250.85,236.13000000000002,1.0,0.0,0.0,1.0,2
163.5,37.93,100.69,1.0,0.0,0.0,1.0,2
18.89,27.15,37.67,1.0,0.0,0.0,1.0,2
145.21,124.45000000000002,38.28,1.0,0.0,0.0,1.0,2
74.67,82.62,151.94,1.0,0.0,0.0,1.0,2
17.62,88.33,32.77,1.0,0.0,0.0,1.0,2
63.35000000000001,234.24,79.27,1.0,0.0,0.0,1.0,2
67.0,39.79,50.55,1.0,0.0,0.0,1.0,2
103.28,5.78,84.19000000000001,1.0,0.0,0.0,1.0,2
56.25,178.12,54.63,1.0,0.0,0.0,1.0,2
100.48,6.75,91.45,1.0,0.0,1.0,0.0,3
12.24,9.38,23.7,1.0,0.0,0.0,1.0,2
52.33,138.3,45.16,1.0,0.0,0.0,1.0,2
97.52,240.28999999999996,96.66,1.0,0.0,0.0,1.0,2
114.37,43.53,71.47,1.0,0.0,0.0,1.0,2
60.72,219.69,105.97000000000001,1.0,0.0,0.0,1.0,2
188.35,255.65,139.76,1.0,0.0,0.0,1.0,2
79.51,28.19,61.12,1.0,0.0,0.0,1.0,2
40.47,72.77,65.54,1.0,0.0,0.0,1.0,2
5.61,27.4,28.19,1.0,0.0,0.0,1.0,2
23.21,87.56,22.26,1.0,0.0,0.0,1.0,2
49.3,170.85,66.13,1.0,0.0,0.0,1.0,2
121.19,182.23,65.25,1.0,0.0,0.0,1.0,2
73.14,123.48999999999998,68.58,1.0,0.0,0.0,1.0,2
5.48,24.72,23.65,1.0,0.0,0.0,1.0,2
102.08,279.38,265.32,1.0,0.0,0.0,1.0,2
130.01,325.07,130.98,1.0,0.0,0.0,1.0,2
58.35,50.85,60.53000000000001,1.0,0.0,0.0,1.0,2
22.44,74.32,37.82,1.0,0.0,0.0,1.0,2
214.74,22.19,155.9,1.0,0.0,1.0,0.0,3
48.24,24.79,44.95000000000001,1.0,0.0,0.0,1.0,2
33.75,147.86,66.38,1.0,0.0,1.0,0.0,3
105.76,301.74,69.35,1.0,0.0,0.0,1.0,2
18.12,34.75,12.27,1.0,0.0,0.0,1.0,2
103.02,75.06,46.85,1.0,0.0,0.0,1.0,2
20.6,51.31,7.77,1.0,0.0,0.0,1.0,2
109.33,95.02,78.61,1.0,0.0,0.0,1.0,2
140.34,345.98,258.55,1.0,0.0,0.0,1.0,2
44.48,220.77,62.48,1.0,0.0,0.0,1.0,2
124.75000000000001,104.39,128.97,1.0,0.0,0.0,1.0,2
224.93,67.17,271.27,1.0,0.0,0.0,1.0,2
74.84,383.19,138.89,1.0,0.0,0.0,1.0,2
26.28,132.87,72.74,1.0,0.0,0.0,1.0,2
139.88,281.21,147.63,1.0,0.0,0.0,1.0,2
87.83,144.25,40.02,1.0,0.0,0.0,1.0,2
109.51,146.24,109.73,1.0,0.0,0.0,1.0,2
37.22,5.64,59.98,1.0,0.0,0.0,1.0,2
65.73,50.0,89.07,1.0,0.0,0.0,1.0,2
151.49,92.26,50.03,1.0,0.0,0.0,1.0,2
0.44,3.1,1.16,1.0,0.0,0.0,1.0,2
59.4,175.16,88.37,1.0,0.0,0.0,1.0,2
27.41,72.07,63.71,1.0,0.0,0.0,1.0,2
152.48,343.16,257.39,1.0,0.0,0.0,1.0,2
217.5,192.13,79.72,1.0,0.0,0.0,1.0,2
9.76,135.61,28.19,1.0,0.0,0.0,1.0,2
48.27,202.1,44.22,1.0,0.0,0.0,1.0,2
193.03,49.31,139.65,1.0,0.0,0.0,1.0,2
15.329999999999998,15.120000000000001,92.69,1.0,0.0,0.0,1.0,2
69.04,17.28,51.6,1.0,0.0,0.0,1.0,2
56.32,231.83,11.15,1.0,0.0,0.0,1.0,2
187.83,14.67,197.64,1.0,0.0,0.0,1.0,2
132.14,300.03,100.99,1.0,0.0,1.0,0.0,3
19.36,189.03,56.95000000000001,1.0,0.0,0.0,1.0,2
4.03,21.76,0.84,1.0,0.0,1.0,0.0,3
12.77,39.65,29.21,1.0,0.0,0.0,1.0,2
27.53,257.47,9.55,1.0,0.0,0.0,1.0,2
86.38,95.3,40.58,1.0,0.0,0.0,1.0,2
19.36,34.69,100.56000000000002,1.0,0.0,1.0,0.0,3
40.79,48.42,81.02,1.0,0.0,0.0,1.0,2
35.48,181.53,21.600000000000005,1.0,0.0,0.0,1.0,2
32.33,89.86,44.19,1.0,0.0,0.0,1.0,2
150.88,434.7,133.59,1.0,0.0,0.0,1.0,2
84.44,215.58,96.75000000000001,1.0,0.0,0.0,1.0,2
71.54,236.41,77.58,1.0,0.0,0.0,1.0,2
141.2,146.67,184.09,1.0,0.0,0.0,1.0,2
32.05,147.24,37.25,1.0,0.0,0.0,1.0,2
138.74,133.68,129.21,1.0,0.0,0.0,1.0,2
42.1,172.33,30.48,1.0,0.0,0.0,1.0,2
36.01,136.89,28.95,1.0,0.0,0.0,1.0,2
96.09,186.19,158.95,1.0,0.0,0.0,1.0,2
59.07,354.42,83.53,1.0,0.0,0.0,1.0,2
135.61,452.17,22.439999999999998,1.0,0.0,0.0,1.0,2
164.19,40.57,135.96,1.0,0.0,0.0,1.0,2
48.49,210.31,40.92,1.0,0.0,0.0,1.0,2
71.99,324.78,195.05000000000004,1.0,0.0,0.0,1.0,2
37.44,93.87,54.63,1.0,0.0,0.0,1.0,2
43.98,84.11,53.6,1.0,0.0,1.0,0.0,3
223.24,108.67,214.68,1.0,0.0,0.0,1.0,2
35.5,137.02,52.39,1.0,0.0,0.0,1.0,2
88.45,159.05,41.17,1.0,0.0,0.0,1.0,2
98.55,20.63,103.39,1.0,0.0,0.0,1.0,2
13.99,106.7,31.260000000000005,1.0,0.0,0.0,1.0,2
119.84,91.82,172.78,1.0,0.0,0.0,1.0,2
27.22,97.18,9.99,1.0,0.0,0.0,1.0,2
24.84,52.46,198.55000000000004,1.0,0.0,0.0,1.0,2
36.65,119.52,90.97,1.0,0.0,0.0,1.0,2
97.35,155.86,52.33,1.0,0.0,0.0,1.0,2
61.22,207.0,133.96,1.0,0.0,0.0,1.0,2
97.71,29.56,33.95,1.0,0.0,0.0,1.0,2
27.55,151.75,75.31,1.0,0.0,0.0,1.0,2
83.63,96.73,105.44,1.0,0.0,0.0,1.0,2
118.0,302.32,68.15,1.0,0.0,0.0,1.0,2
154.81,64.44,131.11,1.0,0.0,0.0,1.0,2
90.49,185.8,124.37,1.0,0.0,0.0,1.0,2
55.43,15.4,115.03000000000002,1.0,0.0,0.0,1.0,2
139.66,40.31,79.24,1.0,0.0,0.0,1.0,2
100.94,320.71,125.91,1.0,0.0,0.0,1.0,2
12.89,46.06,8.4,1.0,0.0,0.0,1.0,2
68.58,128.32,100.43,1.0,0.0,0.0,1.0,2
50.44,159.69,71.5,1.0,0.0,0.0,1.0,2
40.83,286.82,125.46,1.0,0.0,0.0,1.0,2
141.28,12.85,92.73,1.0,0.0,0.0,1.0,2
87.39,44.94,36.23,1.0,0.0,0.0,1.0,2
17.52,57.970000000000006,53.3,1.0,0.0,0.0,1.0,2
79.89,78.38,9.03,1.0,0.0,0.0,1.0,2
89.25,383.59,155.75,1.0,0.0,0.0,1.0,2
29.4,57.92999999999999,33.6,1.0,0.0,0.0,1.0,2
29.81,83.7,54.099999999999994,1.0,0.0,0.0,1.0,2
36.0,172.28,16.76,1.0,0.0,0.0,1.0,2
126.34,39.98,77.67,1.0,0.0,0.0,1.0,2
24.86,143.12,30.54,1.0,0.0,0.0,1.0,2
163.61,444.26,73.31,1.0,0.0,0.0,1.0,2
158.27,40.29,100.87000000000002,1.0,0.0,0.0,1.0,2
55.08,154.39,92.82,1.0,0.0,0.0,1.0,2
24.63,55.06,64.83,1.0,0.0,0.0,1.0,2
112.07,36.37,43.39,1.0,0.0,0.0,1.0,2
140.19,229.04,88.4,1.0,0.0,0.0,1.0,2
85.26,372.58,115.37999999999998,1.0,0.0,0.0,1.0,2
19.89,74.99,37.22,1.0,0.0,0.0,1.0,2
56.26,84.68,85.02,1.0,0.0,0.0,1.0,2
18.66,147.52,107.98,1.0,0.0,0.0,1.0,2
38.62,136.32,88.22,1.0,0.0,0.0,1.0,2
40.07,137.12,41.06,1.0,0.0,0.0,1.0,2
73.29,151.48,57.0,1.0,0.0,0.0,1.0,2
155.19,27.48,86.89000000000001,1.0,0.0,0.0,1.0,2
230.09,69.01,80.62,1.0,0.0,0.0,1.0,2
238.41,392.19,34.03,1.0,0.0,0.0,1.0,2
20.55,19.6,27.960000000000004,1.0,0.0,0.0,1.0,2
30.0,119.70999999999998,66.82,1.0,0.0,0.0,1.0,2
110.34,127.93,68.38,1.0,0.0,0.0,1.0,2
56.57,239.05000000000004,89.2,1.0,0.0,0.0,1.0,2
24.33,84.56,35.1,1.0,0.0,0.0,1.0,2
92.45,53.77,27.72,1.0,0.0,0.0,1.0,2
99.92,40.15,108.74,1.0,0.0,1.0,0.0,3
7.15,32.31,10.820000000000002,1.0,0.0,0.0,1.0,2
10.34,36.17,28.73,1.0,0.0,0.0,1.0,2
107.59,183.51,20.94,1.0,0.0,0.0,1.0,2
71.68,93.69,116.01999999999998,1.0,0.0,1.0,0.0,3
97.62,128.44,84.26,1.0,0.0,0.0,1.0,2
9.3,18.75,28.35,1.0,0.0,0.0,1.0,2
39.45,79.5,29.97,1.0,0.0,0.0,1.0,2
22.45,167.61,16.09,1.0,0.0,0.0,1.0,2
